,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,narok,-1.0783,35.8601,54.25,95,56,5.86,KE,1618713586
372,lagoa,39.05,-27.9833,60.87,89,39,19.22,PT,1618713587
373,chernyshevskiy,63.0128,112.4714,12.27,83,100,10.63,RU,1618713587
374,manaus,-3.1019,-60.025,78.8,94,75,2.3,BR,1618713570
375,iqaluit,63.7506,-68.5145,12.2,67,75,2.3,CA,1618713587
376,tuy hoa,14.0183,120.7296,88.0,62,75,8.05,PH,1618713588
377,awjilah,29.1081,21.2869,77.56,23,52,11.7,LY,1618713588
378,parana,-31.732,-60.5238,72.0,82,0,1.01,AR,1618713588
379,jumla,29.2747,82.1838,53.51,61,5,2.19,NP,1618713589
380,pucara,-15.9803,-71.4606,51.8,66,0,2.3,PE,1618713589
381,teya,60.3778,92.6267,26.89,81,100,13.49,RU,1618713589
382,muncar,-8.4333,114.3333,83.77,72,100,4.65,ID,1618713590
383,goderich,43.7501,-81.7165,37.4,93,14,2.3,CA,1618713590
384,boa vista,4.4296,8.9742,75.67,87,100,9.26,CM,1618713590
385,paka,4.6374,103.4368,82.4,89,20,2.35,MY,1618713591
386,oxbow,49.2333,-102.1676,43.0,63,92,1.99,CA,1618713591
387,hit,33.6416,42.8251,74.26,20,2,5.79,IQ,1618713591
388,faya,18.3851,42.4509,53.6,87,20,5.75,SA,1618713592
389,camana,-16.6228,-72.7111,68.05,81,25,6.04,PE,1618713592
390,buala,-8.145,159.5921,85.46,69,95,5.82,SB,1618713592
391,sibolga,1.7427,98.7792,84.9,61,75,2.39,ID,1618713593
392,mount isa,53.6597,-1.8537,37.0,80,100,1.16,GB,1618713548
393,cockburn town,-32.0833,141.0,64.4,42,40,12.66,AU,1618713488
394,mikuni,36.2171,136.1519,55.4,67,75,19.57,JP,1618713593
395,yangambi,0.8102,24.4336,69.06,99,99,1.66,CD,1618713593
396,irbeyskoye,55.6428,95.4522,27.28,71,100,6.38,RU,1618713594
397,roebourne,-20.7833,117.1333,88.09,38,0,19.04,AU,1618713594
398,abu dhabi,24.6,72.7,76.15,26,0,2.62,IN,1618713594
399,sao felix do xingu,20.5113,76.2129,87.42,19,0,11.23,IN,1618713595
400,yamada,39.4667,141.95,53.78,63,54,14.72,JP,1618713595
401,virden,39.5009,-89.7679,50.0,88,32,1.99,US,1618713595
402,kavieng,-2.5744,150.7967,83.55,73,55,9.98,PG,1618713596
403,high level,33.6123,-95.7472,51.01,85,100,7.2,US,1618713596
404,tuatapere,-46.1333,167.6833,61.0,65,82,7.0,NZ,1618713596
405,caborca,30.5838,-111.101,75.0,15,0,3.0,MX,1618713597
406,vilhena,-12.7406,-60.1458,67.8,98,45,3.96,BR,1618713597
407,fort abbas,52.6517,6.3861,37.99,90,38,5.08,NL,1618713581
408,kilimatinde,-5.85,34.95,62.58,96,100,3.04,TZ,1618713597
409,khunti,23.0833,85.2833,77.0,57,5,5.57,IN,1618713598
410,orcopampa,-15.2661,-72.3417,45.36,56,1,2.1,PE,1618713598
411,antalaha,-14.9003,50.2788,74.05,90,49,5.1,MG,1618713598
412,keflavik,64.0049,-22.5624,35.6,75,75,14.97,IS,1618713599
413,rorvik,64.8621,11.2373,39.67,76,7,8.84,NO,1618713599
414,kavaratti,10.5669,72.642,84.07,67,3,5.61,IN,1618713421
415,botro,7.8525,-5.3106,73.4,94,100,2.3,CI,1618713599
416,rundu,-17.9333,19.7667,57.24,60,21,6.4,NA,1618713600
417,ballina,-28.8667,153.5667,69.8,64,90,14.97,AU,1618713600
418,kabanjahe,3.1001,98.4908,82.4,83,40,3.44,ID,1618713600
419,maturin,9.75,-63.1767,73.31,85,46,5.88,VE,1618713601
420,sioux lookout,42.7333,-96.2336,48.99,65,90,6.26,US,1618713601
421,abensberg,48.8167,11.85,39.2,81,99,1.14,DE,1618713601
422,gizo,-8.103,156.8419,84.24,71,97,3.13,SB,1618713602
423,bukan,36.521,46.2089,54.93,46,25,0.49,IR,1618713524
424,shenjiamen,29.9576,122.298,57.61,43,91,2.82,CN,1618713602
425,dosso,13.049,3.1937,87.98,28,100,8.46,NE,1618713602
426,sao joao da barra,20.5113,76.2129,87.42,19,0,11.23,IN,1618713603
427,nanortalik,60.1432,-45.2371,25.16,53,0,25.41,GL,1618713603
428,bac giang,45.3919,19.2367,42.8,93,90,6.91,RS,1618713603
429,ugoofaaru,5.6667,73.0,83.62,71,75,8.1,MV,1618713604
430,berlevag,70.8578,29.0864,36.01,81,51,16.11,NO,1618713604
431,shchors,51.8186,31.945,40.96,93,100,7.76,UA,1618713604
432,udachnyy,66.4167,112.4,8.76,84,100,17.58,RU,1618713605
433,coihaique,-45.5752,-72.0662,49.75,91,100,2.98,CL,1618713605
434,varhaug,58.6147,5.6457,42.01,81,0,2.3,NO,1618713605
435,kahramanmaras,38.0,37.0,55.4,82,75,6.91,TR,1618713605
436,vardo,70.3705,31.1107,34.5,90,50,13.56,NO,1618713606
437,suhbaatar,50.2314,106.2078,38.23,34,100,17.83,MN,1618713606
438,sulangan,11.1373,123.7228,82.56,72,100,24.34,PH,1618713606
439,makungu,-8.7333,35.2833,60.64,96,100,6.58,TZ,1618713607
440,manadhoo,5.7667,73.3833,83.55,72,90,8.66,MV,1618713607
441,portree,57.4129,-6.1942,43.0,81,100,21.99,GB,1618713607
442,doha,25.2867,51.5333,78.8,25,0,9.22,QA,1618713390
443,plouzane,48.3833,-4.6167,39.2,93,30,4.61,FR,1618713608
444,sept-iles,50.2001,-66.3821,32.0,80,7,5.75,CA,1618713330
445,hanzhong,33.0728,107.0303,63.54,61,100,1.97,CN,1618713608
446,skjervoy,70.0311,20.9714,38.23,64,61,10.02,NO,1618713608
447,makakilo city,21.3524,-158.0865,80.6,53,75,10.36,US,1618713609
448,mareeba,-17.0,145.4333,82.0,83,75,11.5,AU,1618713609
449,viransehir,37.2353,39.7631,62.04,46,79,4.12,TR,1618713609
450,birao,10.2849,22.7882,74.79,12,95,6.64,CF,1618713610
451,bilma,18.6853,12.9164,84.6,8,100,6.38,NE,1618713610
452,vestnes,62.6264,7.0884,35.01,74,0,5.75,NO,1618713610
453,semme,46.1963,1.5007,41.0,70,0,8.05,FR,1618713610
454,minyar,55.0709,57.5485,41.16,68,0,2.48,RU,1618713611
455,cochrane,51.1834,-114.4687,59.0,24,75,8.05,CA,1618713385
456,coquimbo,-29.9533,-71.3436,57.2,88,90,2.3,CL,1618713511
457,sovetskiy,61.3614,63.5842,18.46,62,65,12.66,RU,1618713611
458,laguna,38.421,-121.4238,82.4,10,1,12.66,US,1618713612
459,magistralnyy,56.1725,107.4458,24.85,51,75,6.11,RU,1618713612
460,yanam,16.7333,82.2167,84.2,79,40,3.44,IN,1618713612
461,san vicente,13.3034,-4.8956,86.79,30,100,7.65,ML,1618713571
462,riviere-au-renard,48.9957,-64.3971,32.0,93,90,2.3,CA,1618713613
463,kamaishi,39.2667,141.8833,59.0,44,75,13.8,JP,1618713613
464,egvekinot,66.3167,-179.1667,28.02,98,100,12.95,RU,1618713613
465,chapais,49.7834,-74.8492,39.2,65,75,3.44,CA,1618713613
466,novopokrovka,49.8425,36.5477,42.8,87,0,2.24,UA,1618713614
467,dondo,-19.6094,34.7431,69.8,88,75,6.85,MZ,1618713614
468,longkou,37.6508,120.3286,52.29,51,0,10.87,CN,1618713550
469,kiruna,67.8557,20.2251,21.2,86,31,6.91,SE,1618713614
470,tolmin,46.183,13.7332,43.0,80,100,5.01,SI,1618713615
471,loandjili,-4.7561,11.8578,75.2,94,20,2.3,CG,1618713378
472,belaya gora,49.029,25.7706,39.99,81,93,2.01,UA,1618713615
473,maniitsoq,65.4167,-52.9,5.99,75,14,16.87,GL,1618713616
474,baghdad,33.3406,44.4009,64.4,39,0,5.75,IQ,1618713486
475,estrela,-28.0611,-50.9383,54.37,98,96,3.56,BR,1618713546
476,nikolayevskaya,47.6139,41.5023,44.13,78,29,4.16,RU,1618713616
477,kindu,-2.95,25.95,68.5,98,100,2.33,CD,1618713616
478,jaumave,23.4167,-99.3833,61.57,90,100,3.44,MX,1618713617
479,tezu,27.9167,96.1667,82.31,43,72,3.22,IN,1618713617
480,llanes,43.4198,-4.7549,39.99,84,0,1.99,ES,1618713617
481,diffa,13.3154,12.6113,80.37,13,80,8.08,NE,1618713618
482,boone,39.0334,-92.3335,48.99,87,84,4.97,US,1618713618
483,chicama,-7.8447,-79.1469,69.82,78,71,5.7,PE,1618713618
484,key west,32.7282,-101.7996,46.99,76,75,6.91,US,1618713579
485,san quintin,13.3034,-4.8956,86.79,30,100,7.65,ML,1618713496
486,chardara,41.2547,67.9692,68.25,37,100,6.24,KZ,1618713619
487,lebu,-37.6167,-73.65,54.77,90,100,6.26,CL,1618713619
488,namibe,-15.1961,12.1522,81.68,66,2,6.44,AO,1618713374
489,camacha,33.0833,-16.3333,60.8,72,40,10.36,PT,1618713619
490,fengrun,39.8333,118.1167,67.93,11,0,8.63,CN,1618713620
491,beloha,-25.1667,45.05,63.43,57,70,8.3,MG,1618713620
492,lokosovo,61.1333,74.8167,10.83,68,82,12.55,RU,1618713620
493,kilindoni,-7.9139,39.6668,78.87,83,73,22.79,TZ,1618713621
494,komsomolskiy,40.4272,71.7189,64.4,29,100,9.22,UZ,1618713621
495,ambon,-3.6954,128.1814,86.0,70,40,4.61,ID,1618713621
496,port macquarie,-7.0349,29.7638,70.7,81,100,3.83,CD,1618713492
497,gawler,-34.6,138.7333,66.0,67,83,3.0,AU,1618713622
498,ueno,34.75,136.1333,57.0,73,52,3.0,JP,1618713622
499,wukari,7.85,9.7833,75.61,75,100,3.69,NG,1618713622
500,evensk,61.95,159.2333,26.44,89,100,9.91,RU,1618713623
501,aleksandrov gay,56.4,38.71,39.15,77,26,11.39,RU,1618713623
502,milkovo,54.7167,158.6167,43.36,63,100,4.14,RU,1618713623
503,yulara,-25.2406,130.9889,69.8,30,0,17.27,AU,1618713624
504,poya,-21.35,165.15,80.82,65,70,4.65,NC,1618713624
505,lagoa da prata,39.05,-27.9833,60.87,89,39,19.22,PT,1618713587
506,alta floresta,69.9689,23.2717,28.99,86,20,4.61,NO,1618713624
507,pedernales,18.0384,-71.744,79.38,75,2,8.25,DO,1618713625
508,gimli,50.6336,-96.9907,39.2,65,100,2.3,CA,1618713625
509,shestakovo,56.4915,103.96,27.61,52,31,2.64,RU,1618713625
510,gonaives,19.45,-72.6833,79.56,65,2,3.09,HT,1618713626
511,machico,32.7,-16.7667,59.0,72,20,9.22,PT,1618713626
512,san borja,13.3034,-4.8956,86.79,30,100,7.65,ML,1618713496
513,san ramon de la nueva oran,13.3034,-4.8956,86.79,30,100,7.65,ML,1618713571
514,cabinda,-5.55,12.2,78.46,90,100,2.62,AO,1618713627
515,manggar,-2.8833,108.2667,86.67,58,100,3.83,ID,1618713627
516,odweyne,9.4092,45.064,71.26,66,12,8.37,SO,1618713627
517,salisbury,51.0693,-1.7957,35.6,69,75,2.3,GB,1618713520
518,lyubar,49.9204,27.7592,35.71,95,22,4.79,UA,1618713628
519,rosarito,32.3333,-117.0333,61.0,82,1,5.75,MX,1618713628
520,amuntai,-2.4177,115.2494,90.32,51,94,2.33,ID,1618713628
521,bourail,-21.5667,165.4833,80.24,64,84,3.78,NC,1618713629
522,manali,13.1667,80.2667,86.0,74,40,5.75,IN,1618713629
523,jauja,-11.7758,-75.4966,47.25,82,50,4.18,PE,1618713629
524,algeciras,36.1333,-5.4505,62.6,72,87,10.36,ES,1618713630
525,srednekolymsk,67.45,153.6833,33.1,84,34,17.36,RU,1618713630
526,shaki,41.0833,47.1667,57.2,87,64,1.28,AZ,1618713630
527,henderson,36.0397,-114.9819,69.8,13,1,14.97,US,1618713392
528,tabou,4.423,-7.3528,76.78,87,89,2.86,CI,1618713631
529,isla mujeres,15.8939,120.3036,90.75,43,91,4.03,PH,1618713631
530,araouane,18.9048,-3.5265,80.06,18,53,9.98,ML,1618713631
531,vega de alatorre,35.2428,-102.4283,46.4,53,90,5.75,US,1618713632
532,zanesville,39.9404,-82.0132,48.99,87,90,4.7,US,1618713632
533,ulaangom,49.9811,92.0667,45.81,46,2,5.97,MN,1618713632
534,pasni,25.2631,63.471,81.34,59,42,4.79,PK,1618713633
535,huarmey,-10.0681,-78.1522,68.88,85,98,5.57,PE,1618713633
536,raudeberg,61.9875,5.1352,42.01,65,0,8.84,NO,1618713633
537,veraval,20.9,70.3667,82.51,65,0,11.59,IN,1618713633
538,durant,33.994,-96.3708,53.6,66,75,4.61,US,1618713614
539,iraquara,-12.2486,-41.6194,71.6,83,20,3.56,BR,1618713634
540,ust-tsilma,65.441,52.1498,19.2,75,82,6.87,RU,1618713634
541,matay,28.419,30.7792,75.18,19,0,5.32,EG,1618713634
542,demyansk,57.643,32.466,40.12,79,5,7.25,RU,1618713635
543,esna,25.2934,32.554,73.4,38,0,1.23,EG,1618713635
544,kizner,56.2749,51.508,39.47,77,2,3.53,RU,1618713635
545,mbini,1.574,9.6134,77.0,100,40,4.65,GQ,1618713636
546,obera,-27.4871,-55.1199,62.56,93,42,2.89,AR,1618713636
547,bairnsdale,-37.8333,147.6167,68.0,50,15,1.01,AU,1618713636
